Voter ID,Last Name,Suffix,First Name,Middle Name,Street Number,Address Suffix,House Fraction Number,Street Name,Apartment / Unit Number,Address Line 2,Address Line 3,Postal City / Town,State,Postal Zip 5,Zip +4,Mailing Street Number,Mailing Suffix,Mailing House Fraction Number,Mailing Street Name,Mailing Apartment / Unit Number,Mailing Address Line 2,Mailing Address Line 3,Mailing City / Town,Mailing State,Mailing Zip 5,Mailing Zip +4,Party,District
19,SMITH,,MASON,HELENA,7006,,,MAPLE AVE,,,,SOMEWHERE,NH,85691,,,,,,,,,,,,,UND,0
20,EVANS,,LIAM,CHLOE,6612,,,CENTER AVE,,,,SOMEWHERE,NH,64880,,,,,,,,,,,,,UND,0
21,LEWIS,,CHLOE,BENJAMIN,7582,,,WILLOW ST,,,,SOMEWHERE,NH,24058,,,,,,,,,,,,,UND,0
22,COOPER,,EVELYN,ETHAN,5156,,,BIRCH ST,,,,SOMEWHERE,NH,83464,,,,,,,,,,,,,UND,0
23,PARKER,,MASON,MARK,3229,,,BROADWAY,,,,SOMEWHERE,NH,49296,,,,,,,,,,,,,UND,0
24,SMITH,,LOGAN,JORDAN,3120,,,WILLOW ST,,,,SOMEWHERE,NH,39543,,,,,,,,,,,,,UND,0
25,MITCHELL,,AIDEN,SARAH,3972,,,MAPLE AVE,,,,SOMEWHERE,NH,73922,,,,,,,,,,,,,UND,0
26,PETERSON,,HANNAH,MICHELE,4592,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,18585,,,,,,,,,,,,,UND,0
27,JENKINS,,STELLA,ABIGAIL,3547,,,SUNRISE BLVD,,,,SOMEWHERE,NH,95366,,,,,,,,,,,,,UND,0
28,THOMPSON,,ABIGAIL,DOMENICK,6329,,,WATERFRONT DR,,,,SOMEWHERE,NH,28173,,,,,,,,,,,,,UND,0
29,LEWIS,,LEAH,DAVID,1853,,,SYCAMORE AVE,,,,SOMEWHERE,NH,76527,,,,,,,,,,,,,UND,0
30,HALL,,ISABELLA,ELIJAH,1220,,,MEADOW LANE,,,,SOMEWHERE,NH,35959,,,,,,,,,,,,,UND,0
31,ALLEN,,ROBERT,TONY,184,,,BROADWAY,,,,SOMEWHERE,NH,99998,,,,,,,,,,,,,UND,0
32,PARKER,,AMELIA,NATALIE,4344,,,CENTER AVE,,,,SOMEWHERE,NH,14635,,,,,,,,,,,,,UND,0
33,BAILEY,,MEGAN,STELLA,7151,,,CRESCENT ST,,,,SOMEWHERE,NH,10486,,,,,,,,,,,,,UND,0
34,WHITE,,EVELYN,DOMENICK,9128,,,MAIN ST,,,,SOMEWHERE,NH,72870,,,,,,,,,,,,,UND,0
35,CARTER,,BENJAMIN,CIRIE,8292,,,GARDEN PATH,,,,SOMEWHERE,NH,82620,,,,,,,,,,,,,UND,0
36,FLORES,,CHASE,LUCAS,7149,,,CRYSTAL WAY,,,,SOMEWHERE,NH,57343,,,,,,,,,,,,,UND,0
37,PETERSON,,ELISE,JESSICA,6221,,,GRANITE ST,,,,SOMEWHERE,NH,75021,,,,,,,,,,,,,UND,0
38,REED,,ROBERT,BENJAMIN,8239,,,PINECONE LN,,,,SOMEWHERE,NH,80080,,,,,,,,,,,,,UND,0
39,LEE,,JANE,SCARLETT,8590,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,86804,,,,,,,,,,,,,UND,0
40,ADAMS,,MASON,GRACE,3002,,,PARK LANE,,,,SOMEWHERE,NH,32177,,,,,,,,,,,,,UND,0
41,THOMPSON,,JACK,AIDEN,7792,,,EVERGREEN TERRACE,,,,SOMEWHERE,NH,72760,,,,,,,,,,,,,UND,0
42,KING,,SARAH,MIA,2737,,,PINECONE LN,,,,SOMEWHERE,NH,77218,,,,,,,,,,,,,UND,0
43,GONZALEZ,,HARRISON,EVELYN,4876,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,96178,,,,,,,,,,,,,UND,0
44,COOK,,HELENA,NICK,8517,,,ELM ST,,,,SOMEWHERE,NH,95384,,,,,,,,,,,,,UND,0
45,NELSON,,DOMENICK,LIAM,4612,,,PARK LANE,,,,SOMEWHERE,NH,11540,,,,,,,,,,,,,UND,0
46,ROBERTS,,LAUREL,NATALIE,6822,,,FOREST DRIVE,,,,SOMEWHERE,NH,32202,,,,,,,,,,,,,UND,0
47,JENKINS,,CALEB,ELIJAH,3383,,,HERITAGE LN,,,,SOMEWHERE,NH,12003,,,,,,,,,,,,,UND,0
48,SCOTT,,CHRISSY,ISAAC,4046,,,SYCAMORE AVE,,,,SOMEWHERE,NH,57411,,,,,,,,,,,,,UND,0
49,JACKSON,,AIDEN,AUBRY,1695,,,BROADWAY,,,,SOMEWHERE,NH,48189,,,,,,,,,,,,,UND,0
50,SANCHEZ,,WENDELL,TAYLOR,6726,,,MAGNOLIA BLVD,,,,SOMEWHERE,NH,57678,,,,,,,,,,,,,UND,0
51,LEWIS,,DAVID,EVELYN,547,,,VICTORY AVE,,,,SOMEWHERE,NH,11673,,,,,,,,,,,,,UND,0
52,BAKER,,AVERY,DAVID,6293,,,RIVER ROAD,,,,SOMEWHERE,NH,98929,,,,,,,,,,,,,UND,0
53,PEREZ,,AMELIA,JEREMEY,8487,,,CEDAR ST,,,,SOMEWHERE,NH,98604,,,,,,,,,,,,,UND,0
54,EDWARDS,,EMILY,CHRIS,183,,,PINECONE LN,,,,SOMEWHERE,NH,78320,,,,,,,,,,,,,UND,0
55,RUSSELL,,JULIAN,LOGAN,9464,,,MEADOW LANE,,,,SOMEWHERE,NH,52028,,,,,,,,,,,,,UND,0
56,CAMPBELL,,HANNAH,LEAH,64,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,98560,,,,,,,,,,,,,UND,0
57,TAYLOR,,OLIVIA,OLIVER,8428,,,FOREST DRIVE,,,,SOMEWHERE,NH,68118,,,,,,,,,,,,,UND,0
58,ROBERTS,,SARAH,ADAM,6379,,,BAYVIEW BLVD,,,,SOMEWHERE,NH,42181,,,,,,,,,,,,,UND,0
59,THOMPSON,,CONNOR,JESSICA,5620,,,MAIN ST,,,,SOMEWHERE,NH,12835,,,,,,,,,,,,,UND,0
60,BELL,,OWEN,HENRY,5745,,,SYCAMORE AVE,,,,SOMEWHERE,NH,96534,,,,,,,,,,,,,UND,0
61,WOOD,,MIA,JEREMEY,3944,,,HIGH ST,,,,SOMEWHERE,NH,96773,,,,,,,,,,,,,UND,0
62,RIVERA,,LAUREL,CHRIS,4495,,,GRANITE ST,,,,SOMEWHERE,NH,49853,,,,,,,,,,,,,UND,0
63,MORGAN,,ELIJAH,DOMENICK,5151,,,WALNUT ST,,,,SOMEWHERE,NH,65440,,,,,,,,,,,,,UND,0
64,RICE,,CAROLINE,JULIAN,5745,,,VICTORY AVE,,,,SOMEWHERE,NH,46027,,,,,,,,,,,,,UND,0
65,NELSON,,CHASE,NATALIE,9292,,,HERITAGE LN,,,,SOMEWHERE,NH,37102,,,,,,,,,,,,,UND,0
66,FLORES,,WENDELL,RILEY,545,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,96081,,,,,,,,,,,,,UND,0
67,CAMPBELL,,AMELIA,HANNAH,1179,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,45914,,,,,,,,,,,,,UND,0
68,ROBERTS,,MADISON,GRACE,7952,,,SYCAMORE AVE,,,,SOMEWHERE,NH,32692,,,,,,,,,,,,,UND,0
69,WALKER,,CHARLOTTE,AUBRY,9738,,,GARDEN PATH,,,,SOMEWHERE,NH,51196,,,,,,,,,,,,,UND,0
70,RICE,,EMILY,JONAH,373,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,54207,,,,,,,,,,,,,UND,0
71,JOHNSON,,ANDREW,VICTORIA,9881,,,CEDAR ST,,,,SOMEWHERE,NH,12794,,,,,,,,,,,,,UND,0
72,COLLINS,,MARK,LAURA,1433,,,MAIN ST,,,,SOMEWHERE,NH,85343,,,,,,,,,,,,,UND,0
73,PARKER,,DOMENICK,JULIAN,7709,,,BAYVIEW BLVD,,,,SOMEWHERE,NH,95091,,,,,,,,,,,,,UND,0
74,HALL,,MEGAN,ISAAC,171,,,MAGNOLIA BLVD,,,,SOMEWHERE,NH,50420,,,,,,,,,,,,,UND,0
75,BAILEY,,STELLA,NICK,1204,,,SUNSET BLVD,,,,SOMEWHERE,NH,16335,,,,,,,,,,,,,UND,0
76,NGUYEN,,CHRISSY,DAVID,9800,,,CENTER AVE,,,,SOMEWHERE,NH,56311,,,,,,,,,,,,,UND,0
77,GARCIA,,HELENA,CHASE,8219,,,VICTORY AVE,,,,SOMEWHERE,NH,82901,,,,,,,,,,,,,UND,0
78,LEWIS,,ADAM,MICHELE,8363,,,PINE ST,,,,SOMEWHERE,NH,97559,,,,,,,,,,,,,UND,0
79,PERRY,,CIRIE,ABIGAIL,2493,,,WALNUT ST,,,,SOMEWHERE,NH,96131,,,,,,,,,,,,,UND,0
80,WALKER,,SOPHIA,SANDRA,8494,,,BROADWAY,,,,SOMEWHERE,NH,65272,,,,,,,,,,,,,UND,0
81,COLLINS,,SOPHIE,MIA,7239,,,MAGNOLIA BLVD,,,,SOMEWHERE,NH,51852,,,,,,,,,,,,,UND,0
82,COOK,,SARAH,SCARLETT,2486,,,CENTER AVE,,,,SOMEWHERE,NH,20701,,,,,,,,,,,,,UND,0
83,WILLIAMS,,JULIAN,JORDAN,9837,,,BAYSHORE BLVD,,,,SOMEWHERE,NH,77095,,,,,,,,,,,,,UND,0
84,GARCIA,,ELLA,ABIGAIL,3646,,,HERITAGE LN,,,,SOMEWHERE,NH,54452,,,,,,,,,,,,,UND,0
85,ANDERSON,,SOPHIE,AVERY,2949,,,CENTER AVE,,,,SOMEWHERE,NH,29950,,,,,,,,,,,,,UND,0
86,JENKINS,,SANDRA,ADAM,3455,,,HILLCREST DRIVE,,,,SOMEWHERE,NH,33548,,,,,,,,,,,,,UND,0
87,WRIGHT,,OLIVER,KRISTEN,5272,,,CRYSTAL WAY,,,,SOMEWHERE,NH,45554,,,,,,,,,,,,,UND,0
88,BROOKS,,CALEB,LOGAN,1302,,,OAK ST,,,,SOMEWHERE,NH,58085,,,,,,,,,,,,,UND,0
89,NGUYEN,,NOAH,DAVID,9292,,,CENTER AVE,,,,SOMEWHERE,NH,59528,,,,,,,,,,,,,UND,0
90,SANCHEZ,,MICHELE,LUNA,4953,,,GARDEN PATH,,,,SOMEWHERE,NH,34296,,,,,,,,,,,,,UND,0
91,MARTIN,,AUBRY,CALEB,4238,,,REDWOOD DR,,,,SOMEWHERE,NH,54176,,,,,,,,,,,,,UND,0
92,EDWARDS,,ISAAC,AURORA,3736,,,MAGNOLIA BLVD,,,,SOMEWHERE,NH,22299,,,,,,,,,,,,,UND,0
93,WILSON,,MASON,DOMENICK,6578,,,HILLCREST DRIVE,,,,SOMEWHERE,NH,49716,,,,,,,,,,,,,UND,0
94,TAYLOR,,CHARLOTTE,LUCY,4439,,,SUNRISE BLVD,,,,SOMEWHERE,NH,87164,,,,,,,,,,,,,UND,0
95,NELSON,,OLIVER,LAURA,8099,,,MAPLE AVE,,,,SOMEWHERE,NH,42279,,,,,,,,,,,,,UND,0
96,ALLEN,,DENISE,LUNA,4151,,,STONEWALL RD,,,,SOMEWHERE,NH,97064,,,,,,,,,,,,,UND,0
97,LEE,,SOPHIE,CHLOE,3721,,,SIERRA RD,,,,SOMEWHERE,NH,80614,,,,,,,,,,,,,UND,0
98,FLORES,,OLIVER,LAURA,9801,,,HILLCREST DRIVE,,,,SOMEWHERE,NH,95686,,,,,,,,,,,,,UND,0
99,LONG,,LUCY,OLIVER,4651,,,WILLOW ST,,,,SOMEWHERE,NH,53180,,,,,,,,,,,,,UND,0
100,SMITH,,OLIVER,CHRISSY,5250,,,PARK LANE,,,,SOMEWHERE,NH,45532,,,,,,,,,,,,,UND,0
101,NELSON,,HARPER,SAMUEL,3689,,,CRESCENT ST,,,,SOMEWHERE,NH,55843,,,,,,,,,,,,,UND,0
102,HARRIS,,ELISE,ADAM,9566,,,PARK LANE,,,,SOMEWHERE,NH,27511,,,,,,,,,,,,,UND,0
103,ALLEN,,AVERY,AURORA,7939,,,SUNRISE BLVD,,,,SOMEWHERE,NH,26701,,,,,,,,,,,,,UND,0
104,EDWARDS,,CHRISSY,ZACHARY,8898,,,HIGH ST,,,,SOMEWHERE,NH,26516,,,,,,,,,,,,,UND,0
105,ANDERSON,,SARAH,TONY,9854,,,CRESCENT ST,,,,SOMEWHERE,NH,83918,,,,,,,,,,,,,UND,0
106,LONG,,ANDREW,HENRY,712,,,ELMWOOD AVE,,,,SOMEWHERE,NH,88826,,,,,,,,,,,,,UND,0
107,GRAY,,MEGAN,NICK,8043,,,CHERRY LANE,,,,SOMEWHERE,NH,19343,,,,,,,,,,,,,UND,0
108,JONES,,JANE,ASHLEY,4682,,,MAIN ST,,,,SOMEWHERE,NH,50675,,,,,,,,,,,,,UND,0
109,CAMPBELL,,HARPER,LEAH,3695,,,SIERRA RD,,,,SOMEWHERE,NH,72948,,,,,,,,,,,,,UND,0
110,REED,,CALEB,NATALIE,2433,,,BROADWAY,,,,SOMEWHERE,NH,76777,,,,,,,,,,,,,UND,0
111,MURPHY,,JANE,CALEB,2328,,,CENTER AVE,,,,SOMEWHERE,NH,92807,,,,,,,,,,,,,UND,0
112,GARCIA,,CHLOE,RILEY,288,,,CEDAR ST,,,,SOMEWHERE,NH,65967,,,,,,,,,,,,,UND,0
113,BAKER,,AVERY,SARAH,9215,,,ELMWOOD AVE,,,,SOMEWHERE,NH,35370,,,,,,,,,,,,,UND,0
114,COLLINS,,LOGAN,MARK,4188,,,BIRCH ST,,,,SOMEWHERE,NH,52251,,,,,,,,,,,,,UND,0
115,MITCHELL,,LIAM,JAMES,4174,,,CRYSTAL WAY,,,,SOMEWHERE,NH,84687,,,,,,,,,,,,,UND,0
116,COOPER,,JESSICA,TONY,7098,,,CHERRY LANE,,,,SOMEWHERE,NH,87952,,,,,,,,,,,,,UND,0
117,MURPHY,,ETHAN,WENDELL,7827,,,HILLCREST DRIVE,,,,SOMEWHERE,NH,27714,,,,,,,,,,,,,UND,0
118,SANCHEZ,,MADISON,HELENA,3211,,,WALNUT ST,,,,SOMEWHERE,NH,71208,,,,,,,,,,,,,UND,0
119,HILL,,AURORA,HANNAH,5701,,,CRYSTAL WAY,,,,SOMEWHERE,NH,37359,,,,,,,,,,,,,UND,0
120,GONZALEZ,,CHLOE,MICHELE,6938,,,CENTER AVE,,,,SOMEWHERE,NH,74818,,,,,,,,,,,,,UND,0
121,BAILEY,,EVELYN,JESSICA,2000,,,CHERRY LANE,,,,SOMEWHERE,NH,29060,,,,,,,,,,,,,UND,0
122,JENKINS,,ANDREW,ELISE,8090,,,REDWOOD DR,,,,SOMEWHERE,NH,85502,,,,,,,,,,,,,UND,0
123,JACKSON,,LIAM,DAVID,7515,,,REDWOOD DR,,,,SOMEWHERE,NH,76666,,,,,,,,,,,,,UND,0
124,CAMPBELL,,DENISE,TAYLOR,2627,,,REDWOOD DR,,,,SOMEWHERE,NH,89507,,,,,,,,,,,,,UND,0
125,PEREZ,,SAMUEL,MARK,9440,,,SYCAMORE AVE,,,,SOMEWHERE,NH,84186,,,,,,,,,,,,,UND,0
126,JACKSON,,KRISTIN,CHRISSY,8705,,,SYCAMORE AVE,,,,SOMEWHERE,NH,32600,,,,,,,,,,,,,UND,0
127,PARKER,,CONNOR,JAMES,8004,,,HERITAGE LN,,,,SOMEWHERE,NH,34979,,,,,,,,,,,,,UND,0
128,HALL,,JEREMEY,EMILY,1671,,,RIVER ROAD,,,,SOMEWHERE,NH,26633,,,,,,,,,,,,,UND,0
129,ROBERTS,,MEGAN,ISAAC,1580,,,FOREST DRIVE,,,,SOMEWHERE,NH,87291,,,,,,,,,,,,,UND,0
130,RIVERA,,BENJAMIN,JESSICA,484,,,MEADOW LANE,,,,SOMEWHERE,NH,16294,,,,,,,,,,,,,UND,0
131,JACKSON,,JESSICA,EVELYN,2912,,,CRYSTAL WAY,,,,SOMEWHERE,NH,53865,,,,,,,,,,,,,UND,0
132,GARCIA,,JACK,LAUREL,5297,,,SPRUCE ST,,,,SOMEWHERE,NH,38861,,,,,,,,,,,,,UND,0
133,SANCHEZ,,SCARLETT,KIM,9476,,,WATERFRONT DR,,,,SOMEWHERE,NH,92106,,,,,,,,,,,,,UND,0
134,MARTIN,,TONY,MATTHEW,5322,,,EVERGREEN TERRACE,,,,SOMEWHERE,NH,84729,,,,,,,,,,,,,UND,0
135,BAILEY,,SANDRA,DENISE,2384,,,BAYSHORE BLVD,,,,SOMEWHERE,NH,13729,,,,,,,,,,,,,UND,0
136,ANDERSON,,BENJAMIN,LAUREL,3763,,,ELM ST,,,,SOMEWHERE,NH,12578,,,,,,,,,,,,,UND,0
137,RODRIGUEZ,,CONNOR,EVELYN,5022,,,EVERGREEN TERRACE,,,,SOMEWHERE,NH,63222,,,,,,,,,,,,,UND,0
138,EDWARDS,,ROBERT,TONY,8759,,,PINECONE LN,,,,SOMEWHERE,NH,91746,,,,,,,,,,,,,UND,0
139,PEREZ,,NICK,AMANDA,9102,,,VICTORY AVE,,,,SOMEWHERE,NH,46241,,,,,,,,,,,,,UND,0
140,RODRIGUEZ,,MIA,CAROLINE,4343,,,RIDGE ROAD,,,,SOMEWHERE,NH,31820,,,,,,,,,,,,,UND,0
141,WILLIAMS,,ZACHARY,NOAH,6023,,,SIERRA RD,,,,SOMEWHERE,NH,69336,,,,,,,,,,,,,UND,0
142,ORTIZ,,MICHAEL,EMILY,7149,,,FOREST DRIVE,,,,SOMEWHERE,NH,27813,,,,,,,,,,,,,UND,0
143,PARKER,,KIM,ASHLEY,8422,,,SPRUCE ST,,,,SOMEWHERE,NH,45935,,,,,,,,,,,,,UND,0
144,MILLER,,CIRIE,ELIJAH,4153,,,CEDAR ST,,,,SOMEWHERE,NH,54758,,,,,,,,,,,,,UND,0
145,COOK,,CHRIS,STELLA,6168,,,ELM ST,,,,SOMEWHERE,NH,24718,,,,,,,,,,,,,UND,0
146,BAKER,,KRISTEN,CHRIS,8228,,,SUNRISE BLVD,,,,SOMEWHERE,NH,40851,,,,,,,,,,,,,UND,0
147,ALLEN,,SCARLETT,ADAM,704,,,MEADOW LANE,,,,SOMEWHERE,NH,58971,,,,,,,,,,,,,UND,0
148,ROBERTS,,HERMIONE,MICHAEL,3145,,,SUNSET BLVD,,,,SOMEWHERE,NH,86646,,,,,,,,,,,,,UND,0
149,MILLER,,MICHAEL,ELLA,4797,,,OAK ST,,,,SOMEWHERE,NH,40110,,,,,,,,,,,,,UND,0
150,BROOKS,,LAUREL,HENRY,820,,,BAYSHORE BLVD,,,,SOMEWHERE,NH,47796,,,,,,,,,,,,,UND,0
151,EVANS,,OWEN,EVELYN,9542,,,GRANITE ST,,,,SOMEWHERE,NH,90684,,,,,,,,,,,,,UND,0
152,WOOD,,MASON,CHRIS,6840,,,CRESCENT ST,,,,SOMEWHERE,NH,41676,,,,,,,,,,,,,UND,0
153,COOK,,GABRIEL,ELLA,2038,,,EVERGREEN TERRACE,,,,SOMEWHERE,NH,69483,,,,,,,,,,,,,UND,0
154,JENKINS,,WENDELL,NOAH,6283,,,SUNRISE BLVD,,,,SOMEWHERE,NH,37504,,,,,,,,,,,,,UND,0
155,LONG,,GRACE,RILEY,4027,,,MEADOW LANE,,,,SOMEWHERE,NH,78079,,,,,,,,,,,,,UND,0
156,COOPER,,OWEN,KIM,7639,,,HIGH ST,,,,SOMEWHERE,NH,30970,,,,,,,,,,,,,UND,0
157,HERNANDEZ,,DAVID,LEAH,6465,,,PINECONE LN,,,,SOMEWHERE,NH,23206,,,,,,,,,,,,,UND,0
158,COOPER,,NICK,AURORA,7621,,,CENTER AVE,,,,SOMEWHERE,NH,16966,,,,,,,,,,,,,UND,0
159,PERRY,,LUCAS,JEREMEY,4026,,,CENTER AVE,,,,SOMEWHERE,NH,22613,,,,,,,,,,,,,UND,0
160,ADAMS,,GABRIEL,WENDELL,8583,,,PARK LANE,,,,SOMEWHERE,NH,89071,,,,,,,,,,,,,UND,0
161,GRAY,,AMELIA,NOAH,6189,,,WILLOW ST,,,,SOMEWHERE,NH,27504,,,,,,,,,,,,,UND,0
162,MORGAN,,ELLA,ANDREW,3997,,,PARK LANE,,,,SOMEWHERE,NH,33523,,,,,,,,,,,,,UND,0
163,LOPEZ,,MICHELE,BENJAMIN,822,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,92197,,,,,,,,,,,,,UND,0
164,NELSON,,LOGAN,NOAH,6633,,,EVERGREEN TERRACE,,,,SOMEWHERE,NH,22930,,,,,,,,,,,,,UND,0
165,COOK,,JAMES,ELLA,4167,,,BROADWAY,,,,SOMEWHERE,NH,43872,,,,,,,,,,,,,UND,0
166,TURNER,,CALEB,JEREMEY,4472,,,SIERRA RD,,,,SOMEWHERE,NH,74525,,,,,,,,,,,,,UND,0
167,HILL,,MASON,EVELYN,7550,,,LAKESIDE DRIVE,,,,SOMEWHERE,NH,82388,,,,,,,,,,,,,UND,0
168,EDWARDS,,JANE,STELLA,6686,,,SIERRA RD,,,,SOMEWHERE,NH,58896,,,,,,,,,,,,,UND,0
169,ADAMS,,HARRISON,MASON,2972,,,SIERRA RD,,,,SOMEWHERE,NH,90844,,,,,,,,,,,,,UND,0
170,SANCHEZ,,LUCY,SANDRA,8807,,,STONEWALL RD,,,,SOMEWHERE,NH,99165,,,,,,,,,,,,,UND,0
171,LOPEZ,,ANDREW,SANDRA,1464,,,BAYVIEW BLVD,,,,SOMEWHERE,NH,40769,,,,,,,,,,,,,UND,0
172,GRAY,,HARPER,CHARLOTTE,6091,,,BROADWAY,,,,SOMEWHERE,NH,32736,,,,,,,,,,,,,UND,0
173,RAMIREZ,,LIAM,ABIGAIL,6049,,,ELMWOOD AVE,,,,SOMEWHERE,NH,74099,,,,,,,,,,,,,UND,0
174,RICE,,MIA,CHARLOTTE,1179,,,RIVER ROAD,,,,SOMEWHERE,NH,28564,,,,,,,,,,,,,UND,0
175,DAVIS,,ELLA,OLIVIA,4242,,,RIDGE ROAD,,,,SOMEWHERE,NH,76866,,,,,,,,,,,,,UND,0
176,BELL,,CONNOR,DAVID,7110,,,BAYVIEW BLVD,,,,SOMEWHERE,NH,34043,,,,,,,,,,,,,UND,0
177,DAVIS,,HARRISON,MICHAEL,3409,,,SUNSET BLVD,,,,SOMEWHERE,NH,34566,,,,,,,,,,,,,UND,0
178,GONZALEZ,,TOMMY,ETHAN,9941,,,CRESCENT ST,,,,SOMEWHERE,NH,61826,,,,,,,,,,,,,UND,0
179,WILLIAMS,,OLIVER,SANDRA,9310,,,MAPLE AVE,,,,SOMEWHERE,NH,19973,,,,,,,,,,,,,UND,0
180,BAILEY,,ANDREW,MIA,2779,,,ELMWOOD AVE,,,,SOMEWHERE,NH,98605,,,,,,,,,,,,,UND,0
181,MORGAN,,HELENA,AIDEN,8083,,,BROADWAY,,,,SOMEWHERE,NH,95303,,,,,,,,,,,,,UND,0
182,THOMPSON,,JACK,AMANDA,4432,,,CHERRY LANE,,,,SOMEWHERE,NH,42874,,,,,,,,,,,,,UND,0
183,CARTER,,CHRIS,CALEB,6371,,,BAYSHORE BLVD,,,,SOMEWHERE,NH,28411,,,,,,,,,,,,,UND,0
184,NELSON,,HENRY,CHRISSY,24,,,SPRUCE ST,,,,SOMEWHERE,NH,98418,,,,,,,,,,,,,UND,0
185,TORRES,,JACK,NICK,2076,,,SUNRISE BLVD,,,,SOMEWHERE,NH,93554,,,,,,,,,,,,,UND,0
186,THOMPSON,,AIDEN,CIRIE,2318,,,BAYSHORE BLVD,,,,SOMEWHERE,NH,53548,,,,,,,,,,,,,UND,0
187,TAYLOR,,OLIVIA,JOHN,3633,,,RIVER ROAD,,,,SOMEWHERE,NH,27952,,,,,,,,,,,,,UND,0
188,RODRIGUEZ,,SARAH,HELENA,327,,,REDWOOD DR,,,,SOMEWHERE,NH,44708,,,,,,,,,,,,,UND,0
189,HERNANDEZ,,LEAH,DAVID,64,,,VICTORY AVE,,,,SOMEWHERE,NH,75610,,,,,,,,,,,,,UND,0
190,SULLIVAN,,ADAM,LUCAS,5602,,,PINE ST,,,,SOMEWHERE,NH,63604,,,,,,,,,,,,,UND,0
191,PARKER,,STELLA,ELIJAH,1975,,,HILLCREST DRIVE,,,,SOMEWHERE,NH,10454,,,,,,,,,,,,,UND,0
192,MARTIN,,CHRIS,LUNA,881,,,WALNUT ST,,,,SOMEWHERE,NH,33388,,,,,,,,,,,,,UND,0
193,DAVIS,,LUCY,ISAAC,4557,,,GARDEN PATH,,,,SOMEWHERE,NH,80490,,,,,,,,,,,,,UND,0
194,JOHNSON,,HERMIONE,EMILY,7157,,,WALNUT ST,,,,SOMEWHERE,NH,28202,,,,,,,,,,,,,UND,0
